Date,Open,High,Low,Close,Volume,Market Cap
2018-01-24,0.08444700000000001,0.14691500000000002,0.08444700000000001,0.12795399999999998,8182910,
2018-01-25,0.12922,0.135828,0.11719700000000001,0.133873,1541050,
2018-01-26,0.13346,0.134632,0.10395,0.11124200000000001,731747,
2018-01-27,0.110253,0.118577,0.106754,0.11453800000000001,356618,
2018-01-28,0.115415,0.119931,0.10267000000000001,0.113451,246860,
2018-01-29,0.11398900000000001,0.114624,0.098134,0.105627,626342,
2018-01-30,0.104993,0.10571199999999999,0.086025,0.086905,147218,
2018-01-31,0.08854,0.093028,0.075531,0.080809,338968,
2018-02-01,0.081215,0.084341,0.067415,0.070364,202880,
2018-02-02,0.069563,0.07696499999999999,0.058745000000000006,0.071907,242504,
2018-02-03,0.071988,0.079861,0.065112,0.07584400000000001,333682,
2018-02-04,0.07585800000000001,0.07709099999999999,0.060066999999999995,0.063398,360632,
2018-02-05,0.062596,0.06488,0.046321,0.04887,186118,
2018-02-06,0.04905,0.05751799999999999,0.037991000000000004,0.05706699999999999,476618,
2018-02-07,0.056891,0.059580999999999995,0.049993,0.051725,92696,
2018-02-08,0.051685,0.058363,0.051685,0.055165,221899,
2018-02-09,0.055174,0.06409400000000001,0.052441999999999996,0.063947,410792,
2018-02-10,0.063788,0.065977,0.056411,0.059508000000000005,288301,
2018-02-11,0.059453,0.059453,0.053193,0.055614,501880,
2018-02-12,0.055666,0.062514,0.055666,0.06072999999999999,388319,
2018-02-13,0.060709000000000006,0.061646000000000006,0.057612000000000003,0.060830999999999996,333347,
2018-02-14,0.060353,0.065809,0.058615999999999994,0.06539,639785,
2018-02-15,0.065354,0.067093,0.062748,0.065706,480753,
2018-02-16,0.06567100000000001,0.066885,0.062379,0.065184,210344,
2018-02-17,0.06528300000000001,0.067113,0.064347,0.0662,180613,
2018-02-18,0.06639,0.067109,0.059599,0.060612,325946,
2018-02-19,0.05979400000000001,0.063911,0.059622,0.06271,274205,
2018-02-20,0.06287999999999999,0.066116,0.058477,0.05867000000000001,329787,
2018-02-21,0.058745000000000006,0.060524,0.0531,0.054442,439835,
2018-02-22,0.054622000000000004,0.056512,0.048632,0.049785,224598,
2018-02-23,0.049485,0.056204,0.048641000000000004,0.054016999999999996,239269,
2018-02-24,0.053886,0.054776,0.049411000000000004,0.051389,210778,
2018-02-25,0.05135599999999999,0.05305700000000001,0.047432999999999996,0.048762,211776,
2018-02-26,0.048654,0.054442,0.048060000000000005,0.052105,210973,
2018-02-27,0.05210599999999999,0.06615399999999999,0.051198,0.059927,1207370,
2018-02-28,0.061973,0.064777,0.055227,0.055227,538034,
2018-03-01,0.055241,0.058107000000000006,0.054476,0.057939,214722,
2018-03-02,0.057972,0.058898,0.050158,0.05222,250814,
2018-03-03,0.052202,0.053321,0.050381999999999996,0.050795,159638,
2018-03-04,0.050691,0.050836,0.048473,0.050808,143319,
2018-03-05,0.050703,0.054215,0.048813999999999996,0.052744000000000006,344628,
2018-03-06,0.05271699999999999,0.05316900000000001,0.040213,0.041241,350239,
2018-03-07,0.041236,0.04195,0.03247,0.033757,140591,
2018-03-08,0.033719,0.035459,0.029107,0.029771,124595,
2018-03-09,0.029822,0.031042,0.021835,0.024993,201414,
2018-03-10,0.024879,0.028488999999999997,0.024741,0.025374,89934,
2018-03-11,0.02513,0.029434,0.023508,0.028789999999999996,19882,
2018-03-12,0.028798,0.029968,0.025428,0.026251,29705,
2018-03-13,0.026119,0.030497000000000003,0.025366,0.026345999999999998,29778,
2018-03-14,0.026306,0.027625,0.021432,0.021491,48568,
2018-03-15,0.021592,0.023327,0.018244,0.019485,120188,
2018-03-16,0.019482,0.022080000000000002,0.018553999999999998,0.020206000000000002,75622,
2018-03-17,0.020152,0.021082,0.019215,0.019466999999999998,32005,
2018-03-18,0.019478,0.019558000000000002,0.01546,0.019177,28014,
2018-03-19,0.019027000000000002,0.022163,0.017611,0.022163,75142,
2018-03-20,0.022591999999999998,0.023534,0.019514,0.022026,40408,
2018-03-21,0.022096,0.026660000000000003,0.021896000000000002,0.024709000000000002,227686,
2018-03-22,0.027025999999999998,0.027791000000000003,0.022708000000000002,0.023984000000000002,182835,
2018-03-23,0.023984000000000002,0.0242,0.021874,0.022949,66944,
2018-03-24,0.023105,0.024538,0.022203999999999998,0.022246000000000002,32872,
2018-03-25,0.021985,0.023547,0.021886000000000003,0.022703,23184,
2018-03-26,0.022664,0.023283,0.01885,0.020632,30472,
2018-03-27,0.020552,0.023754,0.01828,0.019411,73653,
2018-03-28,0.019263,0.022347,0.019044,0.021603999999999998,46513,
2018-03-29,0.021668,0.021734,0.019801,0.020035,24965,
2018-03-30,0.019997,0.021438,0.019355,0.020586,22767,
2018-03-31,0.020571000000000002,0.024187,0.020571000000000002,0.022734,55853,
2018-04-01,0.022729,0.023697,0.020214,0.022018,37855,
2018-04-02,0.022088999999999998,0.023143,0.021463,0.022199,26413,
2018-04-03,0.022151,0.02364,0.021977,0.022955,8204,
2018-04-04,0.02292,0.023263,0.020055,0.020475999999999998,53311,
2018-04-05,0.020467,0.022286,0.020005000000000002,0.020419999999999997,42807,
2018-04-06,0.020368,0.023375999999999997,0.019025999999999998,0.020888999999999998,32084,
2018-04-07,0.020880000000000003,0.021758,0.019636,0.019722999999999997,20824,
2018-04-08,0.019754,0.021182,0.019754,0.020054,26544,
2018-04-09,0.020064,0.02121,0.01944,0.019678,56348,
2018-04-10,0.019701,0.020683,0.01956,0.019815,29528,
2018-04-11,0.019823,0.026768,0.019393999999999998,0.026768,311701,
2018-04-12,0.02645,0.028914,0.023696000000000002,0.026853,49934,
2018-04-13,0.02692,0.028773000000000003,0.025279,0.026247000000000003,35082,
2018-04-14,0.026247000000000003,0.027523000000000002,0.02337,0.024188,83714,
2018-04-15,0.024340999999999998,0.026570999999999997,0.022559,0.025119,50949,
2018-04-16,0.025091,0.025931,0.024479,0.025677,18426,
2018-04-17,0.02568,0.028135000000000004,0.025143000000000002,0.025408,27183,
2018-04-18,0.025523,0.027923000000000003,0.025228,0.027530000000000002,43793,
2018-04-19,0.027561000000000002,0.029606999999999998,0.026168,0.029554,56197,
2018-04-20,0.029615,0.034491,0.029258999999999997,0.033759,99802,
2018-04-21,0.033673,0.034109,0.030650999999999998,0.031061000000000002,141867,
2018-04-22,0.031058999999999996,0.034476,0.030351999999999997,0.030930000000000003,70275,
2018-04-23,0.030802,0.034668,0.030795,0.034551,23060,
2018-04-24,0.034552,0.049291,0.033393,0.049291,417674,
2018-04-25,0.04902,0.049742,0.04189,0.042525,264413,
2018-04-26,0.043251,0.046023,0.040736,0.044867000000000004,120820,
2018-04-27,0.044988,0.048971,0.042089999999999995,0.043019999999999996,344179,
2018-04-28,0.042912,0.05164199999999999,0.042912,0.047105,315181,
2018-04-29,0.047101,0.057724,0.047056,0.053109,294239,
2018-04-30,0.052163,0.052413999999999995,0.042866,0.044149,71173,
2018-05-01,0.04431,0.044581,0.039721,0.044581,45421,
2018-05-02,0.0442,0.0453,0.042035,0.04459,44693,
2018-05-03,0.044611000000000005,0.048556999999999996,0.043095,0.046277,161133,
2018-05-04,0.046437,0.047169,0.040487999999999996,0.041567,127002,
2018-05-05,0.041463,0.048195999999999996,0.041245,0.043825,140883,
2018-05-06,0.043756,0.048604,0.04169,0.042187,118952,
2018-05-07,0.042253,0.048316000000000005,0.040264,0.048217,152378,
2018-05-08,0.048763,0.054456,0.047889,0.053649,272284,
2018-05-09,0.05354,0.05354,0.046916,0.049671,103006,
2018-05-10,0.049694,0.05388300000000001,0.046863999999999996,0.047004000000000004,129447,
2018-05-11,0.046935000000000004,0.050352999999999995,0.039532,0.04205,57389,
2018-05-12,0.042109,0.043327,0.035031,0.035332999999999996,1060770,
2018-05-13,0.035296,0.037079,0.03408,0.035602999999999996,1007450,
2018-05-14,0.035595,0.038561,0.03495,0.037347000000000005,1269240,
2018-05-15,0.037282,0.06312899999999999,0.034858999999999994,0.036441,1221330,
2018-05-16,0.036420999999999995,0.062108000000000003,0.034388999999999996,0.039589,1368530,
2018-05-17,0.039639,0.059262,0.038404,0.041422,1445350,
2018-05-18,0.041441000000000006,0.04342,0.032937,0.033418,1195570,
2018-05-19,0.033417,0.038097000000000006,0.032848,0.035401999999999996,863077,
2018-05-20,0.037323,0.058437,0.031477,0.036982,799958,
2018-05-21,0.036981,0.036981,0.031032,0.033801,905179,
2018-05-22,0.033799,0.039025,0.03044,0.032542,1654680,
2018-05-23,0.032538,0.033181,0.03007,0.030853,1754160,
2018-05-24,0.030938,0.038289,0.030022000000000004,0.030919,1953500,
2018-05-25,0.031004000000000004,0.031816000000000004,0.029932,0.030611000000000003,565271,
2018-05-26,0.030597000000000003,0.031303,0.029814999999999998,0.030375,231266,
2018-05-27,0.030031,0.031052999999999997,0.029733999999999997,0.030636,274905,
2018-05-28,0.030659,0.031882,0.028838,0.029110000000000004,297269,
2018-05-29,0.029098000000000002,0.032559,0.029098000000000002,0.03195,625385,
2018-05-30,0.031999,0.03266,0.030258999999999998,0.030904,307350,
2018-05-31,0.030898000000000002,0.030906,0.030535000000000003,0.030722000000000003,259412,
2018-06-01,0.030801,0.052207,0.029905,0.04025,274789,
2018-06-02,0.048991,0.048991,0.031214,0.040535,331087,
2018-06-03,0.03801,0.0439,0.030860000000000002,0.033024,205585,
2018-06-04,0.034444999999999996,0.035673,0.031631,0.034672,225099,
2018-06-05,0.033824,0.035355000000000004,0.031937,0.032092,220141,
2018-06-06,0.032465,0.032688999999999996,0.031439999999999996,0.032124,346840,
2018-06-07,0.032468000000000004,0.034435,0.032171,0.033837,407286,
2018-06-08,0.033732,0.037035000000000005,0.031242000000000002,0.03528,358117,
2018-06-09,0.034462,0.036861,0.031362,0.033208999999999995,377196,
2018-06-10,0.032927,0.044389,0.027497000000000004,0.031022000000000004,346800,
2018-06-11,0.030409,0.035274,0.02634,0.026626,1872960,
2018-06-12,0.028029000000000002,0.028029000000000002,0.02342,0.023738,1943140,
2018-06-13,0.02386,0.025234,0.021723,0.023418,2071980,
2018-06-14,0.023261,0.025556,0.02182,0.024796000000000002,1848670,
2018-06-15,0.024211,0.026430000000000002,0.02271,0.024681,1790060,
2018-06-16,0.025386000000000002,0.02729,0.023496,0.026692,1820090,
2018-06-17,0.025992,0.027275999999999998,0.024594,0.025596999999999998,1952260,
2018-06-18,0.024816,0.027381,0.024600999999999998,0.02554,1696200,
2018-06-19,0.026514999999999997,0.028004,0.024763,0.026052999999999996,1845840,
2018-06-20,0.026521,0.027349000000000002,0.024383000000000002,0.025639999999999996,1884670,
2018-06-21,0.025177,0.026257,0.023899,0.024156,1299600,
2018-06-22,0.024305,0.02535,0.020548,0.021015,2079710,
2018-06-23,0.021228,0.024386,0.020119,0.023138,1579270,
2018-06-24,0.023499000000000003,0.023643,0.01715,0.019430000000000003,1959230,
2018-06-25,0.018969999999999997,0.019684,0.017105000000000002,0.019418,1741490,
