Date,Open,High,Low,Close,Volume,Market Cap
2017-07-02,0.9965209999999999,2.88,0.8226479999999999,2.71,320452000,
2017-07-03,2.72,5.4,2.63,4.09,414950016,654930711.0
2017-07-04,4.1,4.19,2.93,3.37,218559008,550155157.0
2017-07-05,3.36,3.52,2.73,3.0,124339000,500626422.0
2017-07-06,3.01,3.87,3.01,3.36,177463008,568361515.0
2017-07-07,3.35,3.35,2.71,2.8,96596496,481139483.0
2017-07-08,2.82,2.9,2.09,2.59,151162000,489397507.0
2017-07-09,2.6,2.69,2.19,2.29,87525104,472683190.0
2017-07-10,2.25,2.39,1.72,1.83,79608800,381951141.0
2017-07-11,1.79,1.82,1.42,1.66,111023000,348448761.0
2017-07-12,1.64,2.09,1.54,2.07,104621000,440930500.0
2017-07-13,2.08,2.13,1.71,1.74,51203900,373156762.0
2017-07-14,1.73,1.77,1.54,1.55,41025200,337481682.0
2017-07-15,1.55,1.55,1.3,1.3,34208800,286962322.0
2017-07-16,1.29,1.35,1.19,1.25,30802800,278730236.0
2017-07-17,1.25,1.57,1.25,1.54,62295100,344935476.0
2017-07-18,1.54,1.75,1.48,1.7,58108000,383913353.0
2017-07-19,1.7,1.79,1.54,1.56,55057600,355988649.0
2017-07-20,1.57,1.76,1.57,1.74,45949800,401980353.0
2017-07-21,1.76,2.02,1.73,1.82,58164900,422992713.0
2017-07-22,1.82,2.0,1.81,1.96,41809000,459569043.0
2017-07-23,1.96,2.14,1.74,1.87,60205000,441892481.0
2017-07-24,1.88,1.95,1.82,1.87,36585400,448035488.0
2017-07-25,1.88,1.89,1.55,1.65,42547000,397191785.0
2017-07-26,1.64,1.74,1.47,1.74,48693200,422142814.0
2017-07-27,1.75,1.98,1.73,1.95,69371696,478828804.0
2017-07-28,1.96,2.01,1.85,1.85,64730400,456314168.0
2017-07-29,1.83,1.84,1.66,1.83,44021100,456657340.0
2017-07-30,1.83,1.84,1.71,1.78,27580200,448515327.0
2017-07-31,1.77,1.79,1.71,1.74,29657700,441239071.0
2017-08-01,1.75,1.81,1.68,1.78,39175500,455131357.0
2017-08-02,1.78,1.82,1.76,1.78,28880800,458117403.0
2017-08-03,1.78,1.81,1.75,1.8,25878000,468308118.0
2017-08-04,1.8,1.85,1.8,1.81,34183300,472252295.0
2017-08-05,1.8,1.98,1.76,1.91,52324800,503269011.0
2017-08-06,1.9,1.9,1.72,1.74,38436700,463462640.0
2017-08-07,1.73,1.83,1.71,1.81,46022400,487115009.0
2017-08-08,1.81,2.04,1.79,1.88,76270800,509761999.0
2017-08-09,1.88,1.95,1.81,1.83,36813700,500066743.0
2017-08-10,1.83,1.89,1.83,1.83,43519300,502700731.0
2017-08-11,1.83,1.87,1.77,1.79,49178400,495512659.0
2017-08-12,1.79,1.82,1.66,1.67,38131800,466348455.0
2017-08-13,1.67,1.68,1.58,1.62,40514200,455024880.0
2017-08-14,1.61,1.67,1.54,1.66,39205300,470416145.0
2017-08-15,1.66,1.81,1.59,1.65,58304700,470283317.0
2017-08-16,1.64,1.64,1.59,1.6,24022000,459649947.0
2017-08-17,1.6,1.61,1.52,1.55,25713300,447917223.0
2017-08-18,1.54,1.54,1.4,1.42,26841700,414574831.0
2017-08-19,1.42,1.44,1.32,1.4,24769900,412400643.0
2017-08-20,1.4,1.42,1.36,1.37,15673200,405019822.0
2017-08-21,1.37,1.38,1.33,1.34,20152300,399079604.0
2017-08-22,1.34,1.34,1.26,1.28,23774300,384648800.0
2017-08-23,1.29,1.53,1.28,1.41,36567800,425313612.0
2017-08-24,1.41,1.42,1.35,1.38,18034600,418857293.0
2017-08-25,1.38,1.43,1.35,1.38,20444500,420934596.0
2017-08-26,1.38,1.39,1.35,1.36,16466000,418393423.0
2017-08-27,1.36,1.37,1.34,1.35,18124100,416977795.0
2017-08-28,1.35,1.36,1.32,1.34,18414400,416213299.0
2017-08-29,1.34,1.35,1.31,1.31,18993200,412685992.0
2017-08-30,1.31,1.33,1.19,1.23,24068700,389118208.0
2017-08-31,1.23,1.33,1.22,1.3,22926100,413604782.0
2017-09-01,1.3,1.33,1.26,1.3,25853000,417868424.0
2017-09-02,1.3,1.43,1.19,1.23,38741300,398523490.0
2017-09-03,1.24,1.29,1.18,1.25,22618600,407130718.0
2017-09-04,1.25,1.25,0.792624,0.850526,43045400,278105197.0
2017-09-05,0.848252,0.918675,0.712454,0.8837079999999999,30273900,290402035.0
2017-09-06,0.891735,1.07,0.8530049999999999,0.914359,26208300,302392064.0
